name,run_time,spearman_avg,spearman_var,spearman_med,mae_avg,mae_var,mae_med
m1_val_mlp_10000_alpha_relu_activation_hidden_layers_320,1021.8456590175629,0.79043162878675244,0.053045471831149917,0.86381893182805036,15.101325461735401,50.077254882839362,14.056017466136913
m1_val_mlp_100000_alpha_relu_activation_hidden_layers_320,2832.287528991699,0.82279858314646293,0.050426365772062942,0.89616804168475905,14.993069026970163,50.577513834460454,13.722828341104789
m1_val_mlp_1000000_alpha_relu_activation_hidden_layers_320,2282.623696088791,0.81082997757540776,0.053790011769117303,0.88455275727312199,15.469051404310775,50.072713957590906,14.781015090391309
m1_val_mlp_10000000_alpha_relu_activation_hidden_layers_320,1774.3699860572815,0.79183777562321955,0.057432281861483428,0.86826964828484587,15.959210396078412,36.590625969510093,15.503967898121608
m1_val_mlp_1e-08_alpha_tanh_activation_hidden_layers_320,2549.2825038433075,0.57884786966375001,0.18308539441286775,0.74147850629613554,16.048347902583131,46.12682580942662,15.618749034073874
m1_val_mlp_1e-07_alpha_tanh_activation_hidden_layers_320,2501.783671140671,0.58290422260422703,0.19418109614201051,0.75868432479374726,16.225111025297025,48.219914440801162,16.059836295092499
m1_val_mlp_1e-06_alpha_tanh_activation_hidden_layers_320,2542.0356678962708,0.67337644763530602,0.13623949644758115,0.80661094224924013,15.919574087969986,47.698846112136707,15.467627741905467
m1_val_mlp_1e-05_alpha_tanh_activation_hidden_layers_320,1561.454509973526,0.76893316638809395,0.070759151508892212,0.85361485019539729,15.592088519083052,42.086497632314241,15.399802154520133
m1_val_mlp_0.0001_alpha_tanh_activation_hidden_layers_320,1637.503690958023,0.76867486720715694,0.06573920996397925,0.85518888406426397,15.941449072151274,41.214532808308796,15.506559811213634
m1_val_mlp_0.001_alpha_tanh_activation_hidden_layers_320,2469.4377779960632,0.6510840535573017,0.13917440914437942,0.77035388623534518,15.748542168541624,42.235137082090752,15.58650397656986
m1_val_mlp_0.01_alpha_tanh_activation_hidden_layers_320,2491.0374550819397,0.62953280117059962,0.15486322607503253,0.77426183239253143,15.959207727660219,44.227667890599967,15.448654694038474
m1_val_mlp_0.1_alpha_tanh_activation_hidden_layers_320,2472.9349751472473,0.59293000791106287,0.18906194226316742,0.75559053408597476,15.924473932935292,45.403268116433047,15.485905219072256
